1398,E. Bičakčić
1399,J. Veltman
1400,A. Knockaert
1401,Douglas Santos
1402,S. Bocchetti
1403,M. Dembélé
1404,E. Valencia
1405,F. Mollet
1406,D. Dumfries
1407,Koo Ja Cheol
1408,A. Petagna
1409,De Tomás
1410,E. Balanta
1411,T. Koubek
1412,J. Allen
1413,Alan Carvalho
1414,S. Ristovski
1415,Maicón
1416,D. Quintero
1417,P. Højbjerg
1418,I. Santini
1419,Vieirinha
1420,M. Boselli
1421,L. Antonelli
1422,B. Embolo
1423,V. Eysseric
1424,C. Salcedo
1425,A. Ranocchia
1426,L. Unnerstall
1427,T. Baumgartl
1428,F. Bustos
1429,P. Jansson
1430,W. Vainqueur
1431,S. Kverkvelia
1432,Rubén Blanco
1433,P. Aguilar
1434,A. Ndiaye Diedhiou
1435,Rafinha
1436,D. Limberský
1437,G. Cabral
1438,J. De Guzmán
1439,S. Terodde
1440,J. Fernandes
1441,Kiko Femenía
1442,Recio
1443,A. Samedov
1444,A. Smith
